ICD-10 code;CCS group;CCS group_description
C313;11;Cancer of head and neck
C318;11;Cancer of head and neck
C319;11;Cancer of head and neck
C32;11;Cancer of head and neck
C320;11;Cancer of head and neck
C321;11;Cancer of head and neck
C322;11;Cancer of head and neck
C323;11;Cancer of head and neck
C328;11;Cancer of head and neck
C329;11;Cancer of head and neck
C462;11;Cancer of head and neck
C760;11;Cancer of head and neck
D000;11;Cancer of head and neck
D020;11;Cancer of head and neck
D092;11;Cancer of head and neck
C15;12;Cancer of esophagus
C150;12;Cancer of esophagus
C151;12;Cancer of esophagus
C152;12;Cancer of esophagus
C153;12;Cancer of esophagus
C154;12;Cancer of esophagus
C155;12;Cancer of esophagus
C158;12;Cancer of esophagus
C159;12;Cancer of esophagus
D001;12;Cancer of esophagus
C16;13;Cancer of stomach
C160;13;Cancer of stomach
C161;13;Cancer of stomach
C162;13;Cancer of stomach
C163;13;Cancer of stomach
C164;13;Cancer of stomach
C165;13;Cancer of stomach
C166;13;Cancer of stomach
C168;13;Cancer of stomach
C169;13;Cancer of stomach
D002;13;Cancer of stomach
C18;14;Cancer of colon
C180;14;Cancer of colon
C181;14;Cancer of colon
C182;14;Cancer of colon
C183;14;Cancer of colon
C184;14;Cancer of colon
C185;14;Cancer of colon
C186;14;Cancer of colon
C187;14;Cancer of colon
C188;14;Cancer of colon
C189;14;Cancer of colon
D010;14;Cancer of colon
C19;15;Cancer of rectum and anus
C20;15;Cancer of rectum and anus
C21;15;Cancer of rectum and anus
C210;15;Cancer of rectum and anus
C211;15;Cancer of rectum and anus
C212;15;Cancer of rectum and anus
C218;15;Cancer of rectum and anus
D011;15;Cancer of rectum and anus
D012;15;Cancer of rectum and anus
D013;15;Cancer of rectum and anus
C22;16;Cancer of liver and intrahepatic bile duct
C220;16;Cancer of liver and intrahepatic bile duct
C221;16;Cancer of liver and intrahepatic bile duct
C222;16;Cancer of liver and intrahepatic bile duct
C223;16;Cancer of liver and intrahepatic bile duct
C224;16;Cancer of liver and intrahepatic bile duct
C227;16;Cancer of liver and intrahepatic bile duct
C229;16;Cancer of liver and intrahepatic bile duct
D015;16;Cancer of liver and intrahepatic bile duct
C25;17;Cancer of pancreas
C250;17;Cancer of pancreas
C251;17;Cancer of pancreas
C252;17;Cancer of pancreas
C253;17;Cancer of pancreas
C254;17;Cancer of pancreas
C257;17;Cancer of pancreas
C258;17;Cancer of pancreas
C259;17;Cancer of pancreas
C17;18;"Cancer of other GI organs; peritoneum"
C170;18;"Cancer of other GI organs; peritoneum"
C171;18;"Cancer of other GI organs; peritoneum"
C172;18;"Cancer of other GI organs; peritoneum"
C173;18;"Cancer of other GI organs; peritoneum"
C178;18;"Cancer of other GI organs; peritoneum"
C179;18;"Cancer of other GI organs; peritoneum"
C23;18;"Cancer of other GI organs; peritoneum"
C24;18;"Cancer of other GI organs; peritoneum"
C240;18;"Cancer of other GI organs; peritoneum"
C241;18;"Cancer of other GI organs; peritoneum"
C248;18;"Cancer of other GI organs; peritoneum"
C249;18;"Cancer of other GI organs; peritoneum"
C26;18;"Cancer of other GI organs; peritoneum"
C260;18;"Cancer of other GI organs; peritoneum"
C261;18;"Cancer of other GI organs; peritoneum"
C268;18;"Cancer of other GI organs; peritoneum"
C269;18;"Cancer of other GI organs; peritoneum"
C451;18;"Cancer of other GI organs; peritoneum"
C48;18;"Cancer of other GI organs; peritoneum"
C480;18;"Cancer of other GI organs; peritoneum"
C481;18;"Cancer of other GI organs; peritoneum"
C482;18;"Cancer of other GI organs; peritoneum"
C488;18;"Cancer of other GI organs; peritoneum"
D00;18;"Cancer of other GI organs; peritoneum"
D01;18;"Cancer of other GI organs; peritoneum"
D014;18;"Cancer of other GI organs; peritoneum"
D017;18;"Cancer of other GI organs; peritoneum"
D019;18;"Cancer of other GI organs; peritoneum"
C34;19;"Cancer of bronchus; lung"
C340;19;"Cancer of bronchus; lung"
C341;19;"Cancer of bronchus; lung"
C342;19;"Cancer of bronchus; lung"
C343;19;"Cancer of bronchus; lung"
C348;19;"Cancer of bronchus; lung"
C349;19;"Cancer of bronchus; lung"
D022;19;"Cancer of bronchus; lung"
C33;20;"Cancer; other respiratory and intrathoracic"
C384;20;"Cancer; other respiratory and intrathoracic"
C388;20;"Cancer; other respiratory and intrathoracic"
C39;20;"Cancer; other respiratory and intrathoracic"
C390;20;"Cancer; other respiratory and intrathoracic"
C398;20;"Cancer; other respiratory and intrathoracic"
C399;20;"Cancer; other respiratory and intrathoracic"
C450;20;"Cancer; other respiratory and intrathoracic"
D02;20;"Cancer; other respiratory and intrathoracic"
D021;20;"Cancer; other respiratory and intrathoracic"
D023;20;"Cancer; other respiratory and intrathoracic"
D024;20;"Cancer; other respiratory and intrathoracic"
C40;21;Cancer of bone and connective tissue
C400;21;Cancer of bone and connective tissue
C401;21;Cancer of bone and connective tissue
C402;21;Cancer of bone and connective tissue
C403;21;Cancer of bone and connective tissue
C408;21;Cancer of bone and connective tissue
C409;21;Cancer of bone and connective tissue
C41;21;Cancer of bone and connective tissue
C410;21;Cancer of bone and connective tissue
C411;21;Cancer of bone and connective tissue
C412;21;Cancer of bone and connective tissue
C413;21;Cancer of bone and connective tissue
C414;21;Cancer of bone and connective tissue
C418;21;Cancer of bone and connective tissue
C419;21;Cancer of bone and connective tissue
C461;21;Cancer of bone and connective tissue
C47;21;Cancer of bone and connective tissue
C49;21;Cancer of bone and connective tissue
C490;21;Cancer of bone and connective tissue
C491;21;Cancer of bone and connective tissue
C492;21;Cancer of bone and connective tissue
C493;21;Cancer of bone and connective tissue
C494;21;Cancer of bone and connective tissue
C495;21;Cancer of bone and connective tissue
C496;21;Cancer of bone and connective tissue
C498;21;Cancer of bone and connective tissue
C499;21;Cancer of bone and connective tissue
C43;22;Melanomas of skin
C430;22;Melanomas of skin
C431;22;Melanomas of skin
C432;22;Melanomas of skin
C433;22;Melanomas of skin
C434;22;Melanomas of skin
C435;22;Melanomas of skin
C436;22;Melanomas of skin
C437;22;Melanomas of skin
C438;22;Melanomas of skin
C439;22;Melanomas of skin
D03;22;Melanomas of skin
D030;22;Melanomas of skin
D031;22;Melanomas of skin
D032;22;Melanomas of skin
D033;22;Melanomas of skin
D034;22;Melanomas of skin
D035;22;Melanomas of skin
D036;22;Melanomas of skin
D037;22;Melanomas of skin
D038;22;Melanomas of skin
D039;22;Melanomas of skin
C44;23;Other non-epithelial cancer of skin
C440;23;Other non-epithelial cancer of skin
C441;23;Other non-epithelial cancer of skin
C442;23;Other non-epithelial cancer of skin
C443;23;Other non-epithelial cancer of skin
C444;23;Other non-epithelial cancer of skin
C445;23;Other non-epithelial cancer of skin
C446;23;Other non-epithelial cancer of skin
C447;23;Other non-epithelial cancer of skin
C448;23;Other non-epithelial cancer of skin
C449;23;Other non-epithelial cancer of skin
C46;23;Other non-epithelial cancer of skin
C460;23;Other non-epithelial cancer of skin
D04;23;Other non-epithelial cancer of skin
D040;23;Other non-epithelial cancer of skin
D041;23;Other non-epithelial cancer of skin
D042;23;Other non-epithelial cancer of skin
D043;23;Other non-epithelial cancer of skin
D044;23;Other non-epithelial cancer of skin
D045;23;Other non-epithelial cancer of skin
D046;23;Other non-epithelial cancer of skin
D047;23;Other non-epithelial cancer of skin
D048;23;Other non-epithelial cancer of skin
D049;23;Other non-epithelial cancer of skin
C50;24;Cancer of breast
C500;24;Cancer of breast
C501;24;Cancer of breast
C502;24;Cancer of breast
C503;24;Cancer of breast
C504;24;Cancer of breast
C505;24;Cancer of breast
C506;24;Cancer of breast
C508;24;Cancer of breast
C509;24;Cancer of breast
D05;24;Cancer of breast
D050;24;Cancer of breast
D051;24;Cancer of breast
D057;24;Cancer of breast
D059;24;Cancer of breast
C54;25;Cancer of uterus
C540;25;Cancer of uterus
C541;25;Cancer of uterus
C542;25;Cancer of uterus
C543;25;Cancer of uterus
C548;25;Cancer of uterus
C549;25;Cancer of uterus
C55;25;Cancer of uterus
D070;25;Cancer of uterus
C53;26;Cancer of cervix
C530;26;Cancer of cervix
C531;26;Cancer of cervix
C538;26;Cancer of cervix
C539;26;Cancer of cervix
D06;26;Cancer of cervix
D060;26;Cancer of cervix
D061;26;Cancer of cervix
D067;26;Cancer of cervix
D069;26;Cancer of cervix
C56;27;Cancer of ovary
C51;28;Cancer of other female genital organs
C510;28;Cancer of other female genital organs
C511;28;Cancer of other female genital organs
C512;28;Cancer of other female genital organs
C518;28;Cancer of other female genital organs
C519;28;Cancer of other female genital organs
C52;28;Cancer of other female genital organs
C57;28;Cancer of other female genital organs
C570;28;Cancer of other female genital organs
C571;28;Cancer of other female genital organs
C572;28;Cancer of other female genital organs
C573;28;Cancer of other female genital organs
C574;28;Cancer of other female genital organs
C577;28;Cancer of other female genital organs
C578;28;Cancer of other female genital organs
C579;28;Cancer of other female genital organs
C58;28;Cancer of other female genital organs
D07;28;Cancer of other female genital organs
D071;28;Cancer of other female genital organs
D072;28;Cancer of other female genital organs
D073;28;Cancer of other female genital organs
C61;29;Cancer of prostate
D075;29;Cancer of prostate
C62;30;Cancer of testis
C620;30;Cancer of testis
C621;30;Cancer of testis
C629;30;Cancer of testis
C60;31;Cancer of other male genital organs
C600;31;Cancer of other male genital organs
C601;31;Cancer of other male genital organs
C602;31;Cancer of other male genital organs
C608;31;Cancer of other male genital organs
C609;31;Cancer of other male genital organs
C63;31;Cancer of other male genital organs
C630;31;Cancer of other male genital organs
C631;31;Cancer of other male genital organs
C632;31;Cancer of other male genital organs
C637;31;Cancer of other male genital organs
C638;31;Cancer of other male genital organs
C639;31;Cancer of other male genital organs
D074;31;Cancer of other male genital organs
D076;31;Cancer of other male genital organs
C67;32;Cancer of bladder
C670;32;Cancer of bladder
C671;32;Cancer of bladder
C672;32;Cancer of bladder
C673;32;Cancer of bladder
C674;32;Cancer of bladder
C675;32;Cancer of bladder
C676;32;Cancer of bladder
C677;32;Cancer of bladder
C678;32;Cancer of bladder
C679;32;Cancer of bladder
D090;32;Cancer of bladder
C64;33;Cancer of kidney and renal pelvis
C65;33;Cancer of kidney and renal pelvis
C66;34;Cancer of other urinary organs
C68;34;Cancer of other urinary organs
C680;34;Cancer of other urinary organs
C681;34;Cancer of other urinary organs
C688;34;Cancer of other urinary organs
C689;34;Cancer of other urinary organs
D091;34;Cancer of other urinary organs
C470;35;Cancer of brain and nervous system
C471;35;Cancer of brain and nervous system
C472;35;Cancer of brain and nervous system
C473;35;Cancer of brain and nervous system
C474;35;Cancer of brain and nervous system
C475;35;Cancer of brain and nervous system
C476;35;Cancer of brain and nervous system
C478;35;Cancer of brain and nervous system
C479;35;Cancer of brain and nervous system
C70;35;Cancer of brain and nervous system
C700;35;Cancer of brain and nervous system
C701;35;Cancer of brain and nervous system
C709;35;Cancer of brain and nervous system
C71;35;Cancer of brain and nervous system
C710;35;Cancer of brain and nervous system
C711;35;Cancer of brain and nervous system
C712;35;Cancer of brain and nervous system
C713;35;Cancer of brain and nervous system
C714;35;Cancer of brain and nervous system
C715;35;Cancer of brain and nervous system
C716;35;Cancer of brain and nervous system
C717;35;Cancer of brain and nervous system
C718;35;Cancer of brain and nervous system
C719;35;Cancer of brain and nervous system
C72;35;Cancer of brain and nervous system
C720;35;Cancer of brain and nervous system
C721;35;Cancer of brain and nervous system
C722;35;Cancer of brain and nervous system
C723;35;Cancer of brain and nervous system
C724;35;Cancer of brain and nervous system
C725;35;Cancer of brain and nervous system
C728;35;Cancer of brain and nervous system
C729;35;Cancer of brain and nervous system
C73;36;Cancer of thyroid
D093;36;Cancer of thyroid
C81;37;Hodgkin`s disease
C810;37;Hodgkin`s disease
C811;37;Hodgkin`s disease
C812;37;Hodgkin`s disease
C813;37;Hodgkin`s disease
C814;37;Hodgkin`s disease
C817;37;Hodgkin`s disease
C819;37;Hodgkin`s disease
C463;38;Non-Hodgkin`s lymphoma
C82;38;Non-Hodgkin`s lymphoma
C820;38;Non-Hodgkin`s lymphoma
C821;38;Non-Hodgkin`s lymphoma
C822;38;Non-Hodgkin`s lymphoma
C823;38;Non-Hodgkin`s lymphoma
C824;38;Non-Hodgkin`s lymphoma
C825;38;Non-Hodgkin`s lymphoma
C826;38;Non-Hodgkin`s lymphoma
C827;38;Non-Hodgkin`s lymphoma
C829;38;Non-Hodgkin`s lymphoma
C83;38;Non-Hodgkin`s lymphoma
C830;38;Non-Hodgkin`s lymphoma
C831;38;Non-Hodgkin`s lymphoma
C832;38;Non-Hodgkin`s lymphoma
C833;38;Non-Hodgkin`s lymphoma
C834;38;Non-Hodgkin`s lymphoma
